,tweet_bersih,score,sentiment
1409,messi toreh deret rekor final piala dunia qatar,1,positive
1410,the best world cup ever qatar kontroversi drama cerita saji piala dunia baik congrats for argentina sih you soon world cup mexico canada source,-2,negative
1411,legenda mu southgate latih inggris putus,-1,negative
1412,zaman surabaya prestasi argentina baik empat final jokowi nyapres amp presiden runner up piala dunia brazil jokowi presiden argentina mmpu juara piala dunia qatar mana rengkuh silam,4,positive
1413,video tangis messi peluk juara piala dunia qatar,-9,negative
1414,video bawa argentina juara piala dunia qatar messi jubah spesial,1,positive
1415,argentina bantai arab saudi juara piala dunia qatar,-6,negative
1416,qatar resmi salah piala dunia baik tonton momen kesan piala dunia momen indah pranowo presiden republik indonesia,-2,negative
1417,nilai gagal bawa inggris lewat empat final piala dunia qatar gareth southgate percaya latih three lions,-1,negative
1418,qatar piala dunia baik dengar episode,3,positive
1419,argentina juara piala dunia sepakbola qatar,-1,negative
1420,prancis aku unggul argentina final piala dunia qatar lusail stadium minggu desember,1,positive
1421,helat piala dunia angkat posisi qatar salah negara mua arab dunia iring kembang ekonomi negara peluang kerja indonesia buka,0,neutral
1422,kado spesial sheikh tamim lionel messi piala dunia qatar warna emas,5,positive
1423,dramatis tangis lionel messi bawa argentina juara piala dunia qatar,-8,negative
1424,video baru nawacita tv antusias warga argentina raih menang piala dunia qatar,-1,negative
1425,piala dunia qatar piala aff ayo bobrok iso juara yooohh moaaas,-2,negative
1426,bekas player jdt tolong jurulatih argentina bantu argentina juara piala dunia qatar,-3,negative
1427,nama salah main prancis harga sepatu emas piala dunia qatar kylian adesanmi mbappe dadak trending topik twitter,4,positive
1428,argentina sukses raih trofi juara piala dunia lapang suporter dukung ritual pakai celanadalam balik tolak qatar,7,positive
1429,kylian mbappe cetak gol piala dunia fifa world cup qatar striker prancis mbappe hasil harga sepatu emas piala dunia mbappe catat cetak total gol messi sumber fifa,13,positive
1430,jalanjalan argentina penuh laut manusia timnasnya juara piala dunia qatar,2,positive
1431,piala dunia qatar resmi usai pesta bola qatar edisi perdana jazirah arab drama kritik latar isu sosial budaya politik ekonomi hukum reda,-1,negative
1432,raih juara piala dunia qatar timnas argentina dapat trofi untun,1,positive
1433,argentina hasil raih gelar piala dunia tiga kali messi dkk hasil tumbang prancis skor adu penalti main imbang menit final piala dunia qatar stadion lusail qatar,1,positive
1434,main prancis kylian mbappe foto trofi golden boot milik kiper argentina emiliano martinez foto trofi golden glove upacara serah trofi piala dunia fifa stadion lusail lusail qatar minggu,5,positive
1435,hugo lloris bahas depan kalah final,-1,negative
1436,laku selebrasi senonoh emiliano martinez tuai kecam,-5,negative
1437,girang argentina juara piala dunia tonton wanita qatar nekat tampil busana,-4,negative
1438,pesan menang tim sepakbola saudi arabia argentina ajang piala dunia qatar tulis buku journey the light uttiek panji astuti ulas,-10,negative
1439,merinding lagu chants sembah rajawi supporter maroko palestina totalitas maroko suporter dukung palestina piala dunia qatar link,3,positive
1440,ig story david beckham final piala dunia hibur banget jalanjalan pakai masker qatar amp nali orang ngefanboy mbapp amp messi,0,neutral
1441,timnas argentina juara piala dunia qatar katakata lionel messi laga final,0,neutral
1442,kuda tua rasa qatar medan piala dunia lionel messi cristiano ronaldo neymar luka modric robert lewandowski luis suarez thomas mueller eden hazard gareth bale karim benzema,-12,negative
1443,ekonomi sepakbola selamat argentina lionel messi juara piala dunia qatar utas,8,positive
1444,erick thohir sempat temu emir of qatar tamim bin hamad al thani qatar baik tuan rumah piala dunia,7,positive
1445,piala dunia terima kasih qatar jumpa amerika,2,positive
1446,sohor indonesia saksi langsung final piala dunia qatar,7,positive
1447,congratulations kawankawan nya main bola nya hasil bawa negara juara piala dunia,0,neutral
1448,prediksi cambodia senin desember ai best shio kelinci bbfs,2,positive
1449,piala dunia qatar piala dunia baik,0,neutral
1450,psg naik gaji lionel messi betah via,1,positive
1451,muncul aktres kenal bollywood deepika padukone lawan piala dunia qatar jaya raih perhati ramai,-1,negative
1452,kalah messi sepatu emas piala dunia qatar jatuh tangan kylian mbappe laga final piala dunia argentina vs prancis mbappe hasil cetak hattrik berita lengkap kunjung,-5,negative
1453,bos prancis puas putus wasit laga final piala dunia,1,positive
1454,piala dunia qatar emiliano martinez kiper urak andal argentina lengkap klik taut,0,neutral
1455,event piala dunia uang semester raib sidang sarjana tunda piala dunia tiket pesawat qatar,-10,negative
1456,emir qatar sukses piala dunia bangga dunia arab,8,positive
1457,macallister uangkap rahasia argentina juara piala dunia,0,neutral
1458,bagus piala dunia qatar tamat tahniah syabas pasu arab saudi rana jaya pasu kuat fokus tengok afro conquer asia tenggara,4,positive
1459,tangis messi peluk juara piala dunia qatar liput,-9,negative
1460,rakyat argentina kumpul jantung buenos aires pesta raya timnas argentina hasil juara piala dunia qatar,6,positive
1461,tag teman pagi muka tekuk anyway congrats argentina menang,2,positive
1462,waris karangtaruna garda aroengbinang perintah desa waris gelar tonton bareng final piala dunia qatar balaidesa waris camat kutowinangun minggu sumber,4,positive
1463,update hadiah juara piala dunia qatar,0,neutral
1464,update hadiah juara piala dunia qatar ashoy media info baru jasa aged domain youtube,1,positive
1465,jurus qatar sukses kenal islam piala dunia,7,positive
1466,seru mah fc tonton bareng final piala dunia qatar aula upt rsud mas amsyar kasongan drama jual beli serang gol kali menit babak tambah argentina akhrinya menang perancis adu penalti skor,-14,negative
1467,argentina menang piala dunia qatar,-2,negative
1468,antonela roccuzzo istri lionel messi dukung sang suami tanding piala dunia qatar antonella gembira raya menang argentina,6,positive
1469,piala dunia qatar kenang masyarakat dunia penuh kejut sejarah penuh drama,-5,negative
1470,argentina resmi juara piala dunia qatar lionel messi sah goat paripurna,2,positive
1471,kapten timnas argentina lionel messi main baik ajang piala dunia qatar main paris saintgermain hasil bawa argentina juara piala dunia qatar kalah perancis,-6,negative
1472,final piala dunia qatar argentina vs perancis,0,neutral
1473,hahahaha mantap pssi selenggara piala dunia qatar,7,positive
1474,hasil final piala dunia fifa qatar argentina juara kroasia tiga,3,positive
1475,piala dunia qatar takhta titik bumi,-4,negative
1476,nasib didier deschamps prancis kalah final piala dunia,-4,negative
1477,qatar argentina pimpin sang kapten lionel messi angkat trofi piala dunia kandas lawan perancis adu penalti stadion lusail qatar senin wib,-9,negative
1478,kalo pas tonton tv dengar cuplik theme song hayya hayya bumper logo piala dunia qatar terima kasih qatar selenggara piala dunia sukses,8,positive
1479,laga final piala dunia qatar argentina vs prancis selesai main minggu desember link tonton gratis siar ulang final piala dunia qatar temu argentina vs prancis,4,positive
1480,kuasa muda qatar pamer piala dunia sukses senang kenal islam,6,positive
1481,lionel messi raih bola emas piala dunia qatar,1,positive
1482,menang final piala dunia cryptocom bayang runtuh ftx redam pesta pora gemar,0,neutral
1483,menang final piala dunia bayang runtuh ftx redam pesta pora gemar,0,neutral
1484,hadiah argentina juara piala dunia qatar capai miliar,-1,negative
1485,hasil tanding piala dunia fulltime link argentina prancis extra time argentina prancis pengin,4,positive
1486,riah final piala dunia fifa qatar fan argentina prancis adu semangat dukung tim pentas sepak bola akbar dunia yuk saksi riah,7,positive
1487,argentina pimpin lionel messi kalah prancis adu penalti menang piala dunia fifa qatar main usia tahan gembira menang piala dunia fifa,-10,negative
1488,terima kasih baca artikel piala dunia qatar,0,neutral
1489,timnas argentina menang adu penalti prancis final piala dunia aas lengkap,-5,negative
1490,selamat argentina juara piala dunia qatar nanti juang legenda messi vamos vamos argentina,2,positive
1491,argentina juara piala dunia tiga kali sejarah jaya kapten argentina menang harga golden ball main baik qatar,7,positive
1492,momen messi bawa angkat trophy piala dunia raya rekan timnas argentina jawara piala dunia bravo timnas argentina,4,positive
1493,argentina raih tropi juara tiga kali piala dunia qatar,1,positive
1494,penuh tegang argentina hasil raih juara piala dunia qatar penuh tegang argentina hasil raih juara piala dunia qatar kabupaten bogor tanding sengit tegang final piala dunia qatar hasil,25,positive
1495,penuh tegang argentina hasil raih juara piala dunia qatar,8,positive
1496,kapolres metro tangerang kota laksana giat tonton bareng final piala dunia qatar ketua rw wilayah polsek jajar wartawan bagi doorprize tempat ruang aula polres metro tangerang kota minggu desember,-14,negative
1497,ganti main prancis babak catat sejarah argentina juara piala dunia qatar,-5,negative
1498,kalah penalti varane prancis juang,-4,negative
1499,rangkai foto main argentina lionel messi angkat trofi piala dunia rekanrekan tim upacara serah trofi piala dunia fifa stadion lusail lusail qatar desember,-5,negative
1500,argentina juara piala dunia qatar tonton seru laga malam rangkum infografik,-6,negative
1501,bhabin polsek cipondoh polres metro tangerang kota aiptu insan nurdin laku monitoring menontonbareng final piala dunia qatar prancis vs argentina jl kah ahmad dahlan rt petir cipondoh situasi aman kondusif minggu wib,-4,negative
1502,dapat berita tarik gemerlap bola dunia hari langsung qatar unjung download aplikasi appstore playstore,-4,negative
1503,argentina juara piala dunia kalah perancis babak adu penalti laga argentina vs perancis final piala dunia stadion lusail qatar minggu malam wib,-13,negative
1504,argentina mania suaranyaaa argentina juara final piala dunia qatar lawan prancis skor congrats argentina,0,neutral
1505,trans cipung prediksi argentina juara piala dunia qatar,1,positive
1506,argentina hasil menang tanding final piala dunia qatar lusail iconic stadium minggu malam wib argentina bungkam prancis babak adu penalti main imbang babak panjang pertand,-10,negative
1507,piala dunia qatar hadiah uang juara bonus tim lolos kualifikasi tanding,-3,negative
1508,intip daftar koleksi tropi lionel messi menang piala dunia qatar,-3,negative
1509,malam polsek cipondoh polres metro tangerang kota laku aman menontonbareng piala dunia fifa qatar mcdonald jl kah hasyim ashari cipondoh situasi aman kondusif minggu wib,-3,negative
1510,karma is real mbappe sepak bola amerika selatan level eropa,-1,negative
1511,messi main baik dunia raih juara piala dunia qatar ronaldo main baik icon sepak bola dunia hebat karirnya pesepakbola bakat,3,positive
1512,selamat argentina juara piala dunia sukses qatar kado indah lionel messi kali tampil piala dunia messi raih golden ball bola emas simbol harga main baik piala dunia,13,positive
1513,viral selebrasi mesum emi martinez kecam netizen dunia final piala dunia qatar lawan prancis,-9,negative
1514,presiden turki recep tayyip erdogan terbang doha qatar minggu hadir upacara tutup piala dunia fifa,-1,negative
1515,messi main baik argentina final piala dunia,2,positive
1516,congrats,3,positive
1517,selamat tim nasional argentina juara piala dunia sepakbola qatar moga sukses sukses bersamasama qatar doha,7,positive
1518,lets read drama adu pinalti gengsi bawa argentina juara piala dunia qatar by click this,-6,negative
1519,presiden turun gunung momen emmanuel macron hibur kylian mbappe final piala dunia via,1,positive
1520,lionel messi nobat main baik piala dunia tunjuk golden ball harga golden ball messi sports,4,positive
1521,messi mbappe gila menang sepak bola,-6,negative
1522,aparat aman turki polisi anti huru hara unit jinak bom tim operasi khususdikerahkan qatar aman turnamen piala dunia,-13,negative
1523,batal deh janganjangan pildun kelak sukses bawa argentina angkat trofi piala dunia lionel messi gagal pensiun tim nasional,-13,negative
1524,daftar main baik piala dunia qatar,-1,negative
1525,bkalan kangen banget piala dunia qatar cipta momen sejarah piala dunia kali maroko negara afrika hasil masuk semi final messi hasil sabet gelar goat mbappe hasil menang gelar usia muda respect,9,positive
1526,tarik sepak bola enggaktau knapa piala dunia pengin tonton kejut duga pildun pildun qatar,-4,negative
1527,pensiun messi tegas bela argentina raih piala dunia,-2,negative
1528,bawa argentina juara piala dunia qatar messi jubah spesial liput,1,positive
1529,latih timnas argentina lionel scaloni catat latih muda piala dunia qatar lahir rosario argentina mei scaloni usia ramu taktik tim tango piala dunia,-3,negative
